reviewId,userName,userImage,content,category,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,country
e1b689e0-00c5-4f70-b782-5b25cbb4a2b1,Corwin Urbach,https://play-lh.googleusercontent.com/a-/ALV-UjVB7EuqjC1qRb7_6PwUyxXM1WJCvK1MCuB3h5ePBiH2sVpYmlNz,App starts lagging and becomes unresponsive after several minutes. I'm using an S23 Ultra and the lag gets so bad that I have to force close it and reopen it to make it usable again. However even after that it will start to lag and become unresponsive again after only a few minutes of browsing. Resting cache and or data has no effect. Searching through reviews is now A.I. based. Amazon wants you to buy stuff but the latest version of the app actually deters me from purchasing items. Fix this,USER-EXPERIENCE,1,23,28.6.0.100,2024-03-27 0:34:53,,,28.6.0.100,us
167b2901-ee15-4219-95af-35fa7cd8abc0,Steph Stamm,https://play-lh.googleusercontent.com/a/ACg8ocKZOT06792GEVXMD6pmeIO4tYRxevDcMdXBzX7AoTA6Ks0S0w=mo,"I used to enjoy the app, had no issues, and used it often. I liked the app much better than their website, but now the app is unusable. It freezes/crashes every single time. If I go to look at product pictures or reviews, guaranteed freeze. If you can't look at items to purchase, check reviews, or browse more than 2 minutes, the app is pretty much useless.",USER-EXPERIENCE,1,121,28.5.2.100,2024-03-16 22:05:12,,,28.5.2.100,us
239946cf-240a-49d9-a997-37cb26f54dff,Daniel Miller,https://play-lh.googleusercontent.com/a-/ALV-UjX0AVaMhXP6YvLvvd6EbLn10_FqpdhVPpBRpix_wuEFDE5Rh6kh,"It's just a bunch of ads... Very little to do with notifications of packages or the locker usage, which is the entire reason I installed the app. Then 1 of 3 packages shows up, according to the app yet if you click ""see all updates"" says delivered. App says wait until 24th (from 22nd)Waited until 30 minutes before the store closes to pick up the 1 that actually made it and still no others. Others being almost $600 in PC parts for a client build that were just in the next city over Friday.",SHIPPING,1,16,28.6.0.100,2024-03-25 5:47:20,,,28.6.0.100,us
340a8bd4-1a16-4b95-b0da-354a866d3c9c,Jackie Moore,https://play-lh.googleusercontent.com/a-/ALV-UjVzcL8Av2RwBhlpxHgAAl4HwoiyH99bJzcCrAlEuuzlAi_FXCeh,"Filtering reviews don't work now. If I filter show pictures of manic panic Raven color only, It shows all the other colors too. Filtering is useless!I wish I could give it zero stars!! ! I do a lot of shopping on Amazon, I have a lot of lists to organize items and it takes forever to access my list of lists!! The layout is a joke, I don't use Alexa and I can't remove that option off my list. And now the app is bugging out and not responding. I love shopping on Amazon, but their app is HORRIBLE!!",USER-EXPERIENCE,1,287,28.3.0.100,2024-02-15 21:53:59,,,28.3.0.100,us
19f470e8-579b-4d45-9287-af315a762822,Daniel Jou,https://play-lh.googleusercontent.com/a/ACg8ocKwZOVNKX4TBTuSQzUVl8V_KRW5K7FW9bxJe4-A6KMwOKdOmDg=mo,"One Star - Constant Crashing After Update (Avoid Until Fixed) This app used to be great, but since the recent update, it's become unusable! Every time I try to look at a few items and go back and forth, the app crashes. It's incredibly frustrating and makes shopping a chore. Until they fix this bug, I wouldn't recommend using the app. Hopefully, the developers will address this issue soon.",USER-EXPERIENCE,1,251,28.5.2.100,2024-03-12 13:03:42,,,28.5.2.100,us
a8e329fa-175d-450f-b7f8-b8f3df86aad0,Jeremy Engbrock,https://play-lh.googleusercontent.com/a-/ALV-UjUxaGfUTZI56uruj1pEty2_TXDdysiU1Gu1QQSJbzd84og4NPa1,Ever since last update Amazon shopping and audible are both garbage. Audible stops randomly went on Bluetooth or the screen shuts off. Amazon shopping keeps closing saying that there's a bug in the program and forces the app shut down. Amazon please fix your buggy app so people can spend money on it. You would think you would want people to have an easy-to-use shopping experience not this junk app that keeps crashing right and left.,USER-EXPERIENCE,1,73,28.5.2.100,2024-03-10 5:14:14,,,28.5.2.100,us
f4e5f198-2d4a-41e3-99cf-d3a45e9351c2,Bear,https://play-lh.googleusercontent.com/a/ACg8ocK7eTGiUY-GdPUlcFnPl27ONGHRzZByC0E6HyLQ1c3AFk2ZCA=mo,"Extremely slow to load content (and getting worse with each update) unless you're on wifi. The latest UI updates are just awful. The change to the lists (and lists of lists, to boot) is horrible. Why would I want to default to seeing all items from all lists all together (vertically) with an awkward horizontal scrolling list of my lists. Why?! Who asked for that?! It's frustrating enough I've stopped using the app amd only shop or window shop on the computer, now..",USER-EXPERIENCE,1,585,28.3.0.100,2024-02-17 0:36:34,,,28.3.0.100,us
4d1eac70-628f-4e91-b5ce-e99b27720635,Rush patriot,https://play-lh.googleusercontent.com/a-/ALV-UjVJFWFBAJjZpCrK5yHq3wlVD-eD7Rl0IE1RB8jIza2mbVmANTYy,Unreliable shipping schedule. Paying for prime is rarely worth they constantly lose your package and fight tooth and nail to not give you a refund. It's a company that wants to monopolize everything is anyone really surprised that they don't care about the customer? You can always find similar products for around the same price and get the item shipped how you want and when you want and easily get a refund if they're at fault. People that pay extra money should be top priority.,SHIPPING,1,12,28.6.0.100,2024-03-23 18:26:55,,,28.6.0.100,us
03c76d97-1089-46c7-b58e-e170a6f1438d,L Steck,https://play-lh.googleusercontent.com/a/ACg8ocJOJrxw6SPyobfdZ9rfBVn0F7dVzBbVZH12Woc4EgfvhtMJLA=mo,"This app has definitely got issues, after using it for any length if time it enlarges the pictures to where it's unuseable without rebooting my phone! Hate what you've done to the navigation of this app, I spend half of my time shutting down the app because of the way it's set up! I'm running the February 23 update on my other phone with flawless perfection!",USER-EXPERIENCE,1,96,28.5.2.100,2024-03-11 20:17:20,,,28.5.2.100,us
f7eef3d1-1481-4993-9d69-d1ab2ad18d7a,marduke bitzaya,https://play-lh.googleusercontent.com/a/ACg8ocJAayski7m2dBKx2X306ZGuRdQqcIF7lCk954N0Scd-56_gXw=mo,"Each update seems to cause more issues. Using this app with a Zfold5, you can not look up past orders. It shows 15 past orders , and all you see is a search box on the left, and a filter order drop-down to the right. Where these two items keep repeating over and over to no end. This has been an issue for over 6 months and has never been fixed.",USER-EXPERIENCE,1,284,28.5.2.100,2024-03-09 4:43:50,,,28.5.2.100,us
55d29f38-bd25-43ae-97d0-f76901a7824b,AeschylusAlpha,https://play-lh.googleusercontent.com/a-/ALV-UjUD7_O-qSkERPRUKmo2kEDJTBuGMXSezDQFpIbegoPs3apSsNDY,"The app constantly force closes without warning. I can see no patten to it. Though, amusingly, it did it while I was trying to chat with customer support. Twice. However, it's also don't it many other times. I would use Amazon's website, but I love dogs too much. If I see their ""Sad Dog - Something Went Wrong"" error page too many more times, I'm afraid I'll start hating that poor innocent puppy. Oh well. Due to the many issues I've been having with Amazon lately, I'm likely dropping Prime.",USER-EXPERIENCE,1,159,28.5.2.100,2024-03-09 9:48:43,,,28.5.2.100,us
d522534d-40cb-4e77-9b2d-9992b5f77d1c,Jess Nobles,https://play-lh.googleusercontent.com/a-/ALV-UjXlalYqrbUY0zk2ETRQorEayzEkWvD8sg4O8mkF-2kKPKaGeFxl,"Like most I like shopping on Amazon. However, the app has quite a few issues. 1 when opening app something always goes wrong I refresh page check Internet all fine still message says something went wrong. 2, when searching for items takes awhile for item selected to surface to add to cart. 3rd but should be 1st why does it take forever for Amazon to process a payment? My card was not disabled and I'm not double paying. Please listen to your customers and fix our issues.",USER-EXPERIENCE,1,16,28.5.2.100,2024-03-28 13:03:49,,,28.5.2.100,us
29263633-a229-4edb-946c-e4e9f6e47c51,Scott C. (SparkYo),https://play-lh.googleusercontent.com/a-/ALV-UjWeV8LkQVbGwPs0w7bOBfrwakNY-FV63Bat6V2-wlefDIkurbMX,"I can't receive packages anymore because Amazon has completely lost their minds. They used to be the easiest way to buy stuff. Now they are impossible. They won't deliver to my house unless I take a day off work to receive it in person. I was trying to use lockers instead, but now they've gone from fast easy barcodes you can print off to some invasive and impossible combination of Bluetooth and location tracking permissive on your phone. I was standing around Ross like an idiot for half an hour.",SHIPPING,1,46,28.5.2.100,2024-03-10 20:07:30,,,28.5.2.100,us
f49d51e6-de4b-4fbe-80d5-b59c62eaac30,Heidi Anderson,https://play-lh.googleusercontent.com/a-/ALV-UjUbGttXMbCR2XohyavmQ0nbGpzb8tpPxo9ZWKQ80sJ4ot6ihY0S_A,"I have been using this app for years and have had no problems with it. Lately, pass few days, it crashes and closes out. No rhyme or reason. I uninstalled it and reinstalled it and still crashes. Don't know why it's doing this now really sucks. Would rate it as a 5 but with this issue it wouldn't give it a 1. But unfortunately I had to give it some rating.",USER-EXPERIENCE,1,54,28.5.2.100,2024-03-11 4:29:54,,,28.5.2.100,us
99b24658-dc05-4fc1-893f-1f0b12e582e0,Aaron Peterson,https://play-lh.googleusercontent.com/a-/ALV-UjUjc0XoFmoHh7vSgYbaTQT2KKtNCWS953JMsrmFsQNt6O_qX5eL,"I use it all the time, I generally like it, and i built amazon into my routines, I have to give this review because they do not bill the default card on my account. they bill what appears to be the newest card on the list. This has resulted in much heart ache because the cards were there for very specific classes of purchases, I have to keep stuff separate. this results in extra fees and pain. I've called and chatted, no fix. will go back to 4 star likely when fixed. because it takes so long",CUSTOMER-SERVICE,1,75,28.5.2.100,2024-03-15 0:31:07,,,28.5.2.100,us
cc128ad3-77be-4e6a-be75-a613aa35de66,Salacious Crumb,https://play-lh.googleusercontent.com/a-/ALV-UjWZKm2iD6rreHu0zOSIamPm9Ws_QosPi7gjpNeZZ-lyl9KYWrJP,Swiping pictures is almost impossible. I have to drag my finger across the screen like a damn lunatic just to swipe to the next picture. No other apps have this problem. The app crashes occasionally while viewing pictures and videos. You have to force close the app and start over. This has been happening for the last few years and has been getting progressively worse.,USER-EXPERIENCE,1,249,28.3.0.100,2024-02-11 19:27:16,,,28.3.0.100,us
1621e46c-b0bb-49f4-85c5-604e25df7987,Brigham Minnich,https://play-lh.googleusercontent.com/a/ACg8ocKiSaWv0adxYwtA6hRKtQztIEXTzeDcDZ1OoG-iAhtCwKY3CQ=mo,"Customer service is trash. 2nd time I've been screwed by this company when buying something I needed for my photography business. First time, given a POS backdrop, didn't even fit the stand given. Got a credit for my account. Second time, ordered a lens filter and they said it was delivered and it was in fact not delivered. Told me it would be at least a week until the money was returned. That doesn't work for me. Canceled my prime subscription. Customer service said this happens way too often.",CUSTOMER-SERVICE,1,37,28.5.2.100,2024-03-13 21:57:45,,,28.5.2.100,us
8a331f07-f93d-4f06-a695-6d4e06aa92f6,Lucas Edwards,https://play-lh.googleusercontent.com/a-/ALV-UjUvsTkgq479hdU_8EFpl-LhXvqpCJb1ZcHGLvWgGmoBlv7tI_Xr1g,"Getting more frustrating by the day, I think they want more accidental orders.. I've been noticing a lot more sponsor dads showing up in the search results using the app. I don't mind this at all, normally. Normally, you can find pretty good deals for what you're searching for. However I'm trying to search for things like FPLA.. I can get the main search results to show the correct items but every single sponsored result is PLA. That's not what I'm searching for!!",USER-EXPERIENCE,1,483,28.4.0.100,2024-03-01 21:47:33,,,28.4.0.100,us
2424c156-3c0d-4584-b50e-944a49598c54,Robert Huber,https://play-lh.googleusercontent.com/a/ACg8ocK0sP_y8o6lZd-KlL2zf_96CDhAHr1sktsYqi81jDZDatesTA=mo,"Greedy people. They charge $15 a month which was just increased . Then charge you $3 more for ad free after you subscribe. Ontop of that, you only get 48 hrs to watch your movie rentals. So if you watch on a Sunday and want to finish next weekend, you have to rent it for full price again. FOR A DIGITAL RENTAL. The company has succumbed to Chinese cheap products and their cheap anticts. They also charge for movies not in their ad free tier. You and Netflix need to die.",CUSTOMER-SERVICE,1,30,28.5.2.100,2024-03-13 22:31:07,,,28.5.2.100,us
f2a445e1-f1cb-4bfc-8a11-9cef5afeb271,Susanna Ross,https://play-lh.googleusercontent.com/a-/ALV-UjV-OmXqkbeJqdvlz9SVJnzmrkzVkIZ1NtIKgaJVwx6cpyr1cd4Fng,"All day today it's been crashing. I cleared the cache on my Android, still crashes, uninstalled and reinstalled the app, still crashes, rebooted my phone, still crashing. The error report states that there is a ""bug"" in the app. Never in my many years using this app have I experienced issues until today. Amazon just lost a few sales today too. With a company of this magnitude, this is ridiculous. Guess I'll be shopping on Overstock instead.",USER-EXPERIENCE,1,86,28.5.2.100,2024-03-10 2:15:22,,,28.5.2.100,us
e917ef64-c5bf-4071-a445-94f7d239f9b8,Christina McDuff,https://play-lh.googleusercontent.com/a-/ALV-UjUXq-klypSD0qwfPdnYyiQ45C_0MnB0zqgD6VArBqZZ5-oRP9E,"Since the February 2024 update this app has been garbage! Barely connects and/stays connected to my internet if at all, always the ""oops something went wrong page"" got to sign in all the time now...ridiculous. I never had problems until this version and I downloaded the app in 2014. Its stupid to fix or update something that's working fine! Now I have to go online search Amazon and go in that way,,,no more shortcut. Sometimes the app won't even populate! YESSSSSS I AM PISSED OFF",USER-EXPERIENCE,1,32,28.4.0.100,2024-03-08 19:45:14,,,28.4.0.100,us
dae91f06-c80a-4e39-a90d-83da8565feb4,Brett Nicholson,https://play-lh.googleusercontent.com/a-/ALV-UjX5Wx2Px5_gePyIgHPD3HI4xye4ojVDcEPL9gds5ld-HJE6_6pddg,"App is just structured poorly. Backing out of a screen after finishing a task should take you to home. After I submit a review and hit back I don't want to go back in the review submission process, I've already submitted it. Going ""back"" should take you to where you were before you started the review. This just one example, but the whole app is navigated like this and it's bad design choice.",USER-EXPERIENCE,1,37,28.5.2.100,2024-03-10 2:48:23,,,28.5.2.100,us
c79a2720-3c94-4179-84c1-2853a4874026,Mike,https://play-lh.googleusercontent.com/a/ACg8ocLqkgrUDG6osmgZ3FuH6Qll729-a6HTf1KYgRVZk0nq0_66Kg=mo,"Amazon is not the service it once was. Sponsored products overshadow my search results. I've gotten in the habit of a third party search engine for shopping just to find things on Amazon. Plus more and more items are just the same Chinese products rebranded. Now you have video ads, so prime is significantly less valuable. Amazon as a company and a service has shown a persistent downhill slide across all its mediums.",USER-EXPERIENCE,1,98,28.3.0.100,2024-02-11 16:21:40,,,28.3.0.100,us
18945c40-5c01-4363-ab48-df539529cdf6,Linda,https://play-lh.googleusercontent.com/a-/ALV-UjWpSQdLEQbi9tHBxrvw6somZSdeXrsJYTSfPTMzIVkUxIaX_dec_A,"I love shopping on Amazon. And I've never had a problem on my iPhones with the Amazon app. I have a Samsung Galaxy S23 Ultra, and this app always get stuck, stutters, delays for a long period of time, or crashes when I try looking at pictures on reviews.... It's frustrating and difficult. Unless this app gets optimized, I may have to go back to Iphone, that's how much I'm on Amazon.",USER-EXPERIENCE,1,166,28.3.0.100,2024-02-11 21:10:55,,,28.3.0.100,us
95fb7c87-3b21-4e25-8418-6f02083f6a02,someone nearby,https://play-lh.googleusercontent.com/a/ACg8ocKR-Yt_2itWm3m-zQb_0gx6uDYs1RW-DqA7H7UUpgqMNQ7fRA=mo,"Not reliable shipping at all, the app wants more money to stop playing ads when I already pay for the service, products are starting to get cheap and I am probably going to cancel and go back to ordering things straight from the manufacturer. Not dealing with these headaches is worth the extra SHIPPING And I am going to start watching Pluto, crackle and a few other FREE with ads apps. If I have to watch a commercial it will be free. Quickly becoming a trash @$$ app.",SHIPPING,1,149,28.4.0.100,2024-02-27 14:23:39,,,28.4.0.100,us
2eeabb49-783d-4d74-9fb1-d5ea630c90c0,Vanilluh Bare,https://play-lh.googleusercontent.com/a/ACg8ocIHaRN66-r9u8fSC_a7ef7SOdLEnHOPG8nh9iede4IAWLFg7g=mo,"Initially, we paid a monthly subs fee to get the benefit of free shipping on most items as well as some ad-free perks via prime vid and prime music but now Amazon wants to charge extra for media services sans ads. I don't think it's a fair/reasonable upcharge & if they gave a darn about their customers they'd have asked for our input on the subject. Don't waste your $ on the xtra Prime Vid fee, most of their options suck anyways. Just like other services 2/100 choices are worth watching.",SHIPPING,1,114,28.2.2.100,2024-01-30 9:49:06,,,28.2.2.100,us
52980883-644a-474f-91d0-dc93acee4663,Ahmed Razin,https://play-lh.googleusercontent.com/a-/ALV-UjVxySv3idx3KBxR0pM-di92aMxybk3r2b32XZhJ6H1HMiHEeJaRTw,"They never follow delivery instructions. Your card gets charged at random times and not right away after placing an order. I've had Amazon take money out for orders weeks after I got them because they never charged me for them. Prime video is a mess. It's $3 extra a month to watch without ads and that's a limited selection. You need multiple subscriptions and to purchase shows and movies. If you order any food / drinks and it gets damaged, you won't get a replacement.",USER-EXPERIENCE,1,118,28.5.2.100,2024-03-17 10:37:54,,,28.5.2.100,us
9ddeee41-0dcf-4242-a155-2808895f41b1,James S,https://play-lh.googleusercontent.com/a-/ALV-UjWkYCAwGgjA-PDg4-aOne4xqTajVMndUIC-CDYY99J8OFEnYnHJTw,"I swear, with every update that this app gets, it becomes more and more bloated. Also there seems to be little to no focus in fixing issues with the app such as stuttering when looking user review pictures or videos. The app effectively turns into a laggy slideshow and it's embarrassing that a multi-billion company can't even fix the most basic functions.",USER-EXPERIENCE,1,136,28.4.0.100,2024-03-06 16:32:21,,,28.4.0.100,us
d0d46850-8188-46e1-8d6a-99f34a20c8cc,Alyssa Acosta,https://play-lh.googleusercontent.com/a-/ALV-UjWoBPWpEjHIm4fbJTO6a7TNa-gG7ie7gpKhGh7rG4Gv4AO81SWMxg,"Extremely misleading company, fraudulent, I catch them lying all the time(false advertisement), they mis advertise, don't stand behind what they tell you. The updated new app features make it more difficult to search for products that you actually want. Their search engine is always looking for the wrong things when I type out specific searches which obviously don't have the right results.",USER-EXPERIENCE,1,88,28.4.0.100,2024-02-26 13:39:53,,,28.4.0.100,us
766f87ab-16d2-451f-8a9f-386ee5d744cc,Jordan Leavitt,https://play-lh.googleusercontent.com/a/ACg8ocIqfs73IQzGo1rqy8lVYzxiLsmNW3dngosvDSqAxkapqSLLvQ=mo,"They put my acct on hold because they thought a purchase was fraud. No problem, I like that they had SECURITY I provided them the details, they said it wasn't good enough. I made sure it checked off all their requirements. Still not good enough they just closed my account. I'm literally looking at ANY option other than Amazon for ANYTHING. What a junk company and junk service.",SECURITY,1,58,28.4.0.100,2024-02-27 20:20:21,,,28.4.0.100,us
51d903c3-e2c2-4f79-8c47-9c62ed905999,Fwoop Wooble,https://play-lh.googleusercontent.com/a-/ALV-UjWbw9bqBITBJJnqEvHwCYQhrNNePc6YnaccQ_Wvw7j-B6bWQeHV,"Getting more and more frustrated with this app. It used to work fine but even though my app is fully updated it works so slow (if it works at all) and acts really buggy. Half the time it won't even load anything or it takes forever to do so. Not sure what's going on with it but the quality of this app has gone downhill significantly. I started noticing it become a real problem at least 6 months ago. Will update rating if it improves but for now, this app is seriously a hassle. It's a shame.",USER-EXPERIENCE,1,48,28.4.0.100,2024-03-08 4:19:51,,,28.4.0.100,us
5bf112f2-d6dc-4ab6-ae1f-1dfb213f2b09,Timothy Lewis,https://play-lh.googleusercontent.com/a-/ALV-UjVLgw_SY6LsZ1OsB9oUWNgTK8c8FtCKsXU1voqNO5tMMmn63EMD,The app crashes immediately upon tapping the Amazon tile to log in. It sends a message to clear the cache which I have done. I have uninstalled and reinstalled the app. Seems like every time it buffers it CRASHES. I have done the above over 14 times. When is Amazon going to CORRECT their screw-up? So your valued shoppers can shop. This has been going on for more than a month. PLEASE FIX.,USER-EXPERIENCE,1,40,28.5.2.100,2024-03-10 14:34:43,,,28.5.2.100,us
97ebbbcb-8f4f-4d82-b23b-735e582143f6,M a O,https://play-lh.googleusercontent.com/a/ACg8ocKgQG8vM5NRAmMmDKIOi37YgleBrcc0qpLnLIA8yX0nlT1NefY=mo,"Latest updates has made it very buggy. Its crashes and have to close it many times. Samsung S23+ Also dont like the UI change where you go to reviews section and its switches to a go to the top button and add to cart only(might be the source of the bug it doesnt change back when going up to fast sometimes). I usually use the switch home button, account, and cart tabs as improvised tabs to compare items that are similar. inspired tab is useless for me",USER-EXPERIENCE,1,39,28.5.2.100,2024-03-10 5:27:08,,,28.5.2.100,us
dd3ffb7d-50ae-489b-9554-502f8f72a5e3,Stello Cut,https://play-lh.googleusercontent.com/a-/ALV-UjX8mSVus1n3TQVRO8P_ZSl9DHfxttdbdauT2e1imuFDZPo1RiE,None of the sponsored items load when you click on them. If you're a seller I highly recommend you do not sponsor your item. Locker pick ups don't work. The app doesn't load the next step. Absolutely absurd that a company this big placed lockers in several locations just for the app to not work when picking up. They keep changing the interface on returns. Its different for every item. I'm glad I canceled my Prime membership. Now that they have idiots running this company I better back off.,USER-EXPERIENCE,1,35,28.4.0.100,2024-03-06 22:30:02,,,28.4.0.100,us
9805f2fa-c353-4833-8ecf-418300d459ac,Scott Sturgis,https://play-lh.googleusercontent.com/a-/ALV-UjUjOHmAnZKghybjmqy0rMFUTjkrgC3dhowmfKiSauTSQauljHMw,"App is okay. Amazon itself? Well, nice selection and fair prices but good luck getting your stuff delivered. Don't bother to select the date of your choice for delivery, with or without a Prime account, because they'll get it to you when they see fit. They'll blame the carrier and will not hold themselves accountable even though they're the ones that took your money!",SHIPPING,1,29,28.5.2.100,2024-03-17 23:47:00,,,28.5.2.100,us
c00cef00-ab4b-4de4-9970-4797ff162755,CharlieBoo,https://play-lh.googleusercontent.com/a-/ALV-UjUtOlywDTwjVg-MYXUJVbWiFuYecTnCDIn60nOdT4AYOfGQuCUdmA,"I have so many damn gripes with this app, firstly let us set up our own password and not give us a temporary one, secondly stop taxing the customers so much. We tried to place an order, but the tax was over 17% it's supposed to be 8 at minimum in our state, and we can't even see what you're taxing us on. Yall can't even bother with a verification email? You have to have a phone #? Some of us use textnow which isn't a valid thing. -_- i get yall need to make a profit, but this is ridiculous.",CUSTOMER-SERVICE,1,14,28.5.2.100,2024-03-19 19:46:52,,,28.5.2.100,us
